,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
1745,2020-09-25 13:56:00,Microsoft Declares War on Twilio With a New Cloud Service  #stocks $MSFT $TWLO $AMZN $WORK   READ MORE:   #BillGates #ElonMusk #JeffBezos #LarryEllison #LarryPage #MarkBenioff #MichaelDell #MikeBloomberg #RichardBranson #RiedHoffman ',17700,0.0026542768422743225,0.135,0.865,0.0,-0.6009909735392593
1744,2020-09-25 13:56:00,"$MSFT #Microsoft #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA   '",5047,0.0007568437979072602,0.0,0.885,0.115,0.4591472399344799
1746,2020-09-25 13:53:00,$aapl $goog $msft $amnz $nflx       AI stock review.                      VERITONE stock - Artificial Intelligence pure-play (VERI stock to buy) ',35,5.248570027096119e-06,0.0,0.838,0.162,0.4767025019933319
1747,2020-09-25 13:52:00,$CIDM $DLPN $GNUS   have high growth potential technical matured every ab explode \xf0\x9f\x9a\x80\xf0\x9f\x92\xaf\xf0\x9f\xa7\xa8 $SPY $QQQ $VIX $VXX $SPCE  $MSFT $AMZN $FB $GOOG $SHOP $GLD $GDX $SLV $GOLD $BA $NKLA $PENN $NIO $DKNG $GILD $MRNA $INO $AAL $DAL $UAL $SAVE $ZM $DIS $CGC $TLRY $BYND $CCL $NCHL $RCL $KODK',713,0.00010692086940912947,0.0,0.948,0.052000000000000005,0.3818408223879404
1748,2020-09-25 13:52:00,Microsoft and Sony Are Racing to Offer Gamers More Exclusive Titles  #stocks $MSFT $SNE $NFLX   READ MORE:   #BillGates #ElonMusk #JeffBezos #LarryEllison #LarryPage #MarkBenioff #MichaelDell #MikeBloomberg #RichardBranson #RiedHoffman+ ',17700,0.0026542768422743225,0.0,0.935,0.065,0.20113244793456025
1750,2020-09-25 13:51:00,#Options Flow Grid Update $MSFT #OptionsTrading #Microsoft Shares \xf0\x9f\x94\xbb0.16% to $202.86 #OptionsFlow #Microsoft365 #stocks #stock #StockMarket #investing #Investment   ',4554,0.0006829139400970206,0.0,0.885,0.115,0.2962021425262687
1749,2020-09-25 13:51:00,Here comes   $SPY $QQQ $VIX $VXX $SPCE  $MSFT $AMZN $FB $GOOG $SHOP $GLD $GDX $SLV $GOLD $BA $NKLA $PENN $NIO $DKNG $GILD $MRNA $INO $AAL $DAL $UAL $SAVE $ZM $DIS $CGC $TLRY $BYND $CCL $NCHL $RCL $KODK $ROKU ',336,5.0386272260122726e-05,0.0,1.0,0.0,0.0
1752,2020-09-25 13:50:00,$REED   reeds have high growth potential technical matured every ab explode \xf0\x9f\x9a\x80\xf0\x9f\x92\xaf\xf0\x9f\xa7\xa8 $SPY $QQQ $VIX $VXX $SPCE  $MSFT $AMZN $FB $GOOG $SHOP $GLD $GDX $SLV $GOLD $BA $NKLA $PENN $NIO $DKNG $GILD $MRNA $INO $AAL $DAL $UAL $SAVE $ZM $DIS $CGC $TLRY $BYND $CCL $NCHL $RCL $KODK $ROKU',713,0.00010692086940912947,0.0,0.948,0.052000000000000005,0.3818408223879404
1753,2020-09-25 13:50:00,$nio $fb $ino $dkng $msft $nkla $jcpnq $ibio $avgr $wkhs $sunw $tsla $ktov $spaq $idex $aapl $spy $evfm $aal $spi $gme $penn $vxrt $je $cbat $pola $srne $xspa  WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN!)    Daily Alerts    $15 ONE TIME FEE!   BEAT THAT \xf0\x9f\x91\x87\xf0\x9f\x91\x87 \xf0\x9f\x9a\xa8LINK IN BIO\xf0\x9f\x9a\xa8',4233,0.0006347770549913676,0.0,1.0,0.0,0.0
1751,2020-09-25 13:50:00,#Cloudgaming battle heats up as #Amazon enters the ring to take on #Microsoft and #Google  #Tech #stocks #trading #markets $AMZN $MSFT $GOOGL #singlestockETPs ',103,1.5445791794025713e-05,0.106,0.894,0.0,-0.3818058972033069
